

Unfortunately all 100 could not be downloaded because some images were not downloadable. 97 is all we got for this search filter!
100 113.15317606925964 0.0
         736646 function calls (727935 primitive calls) in 113.597 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
       68    0.000    0.000    0.000    0.000 sre_compile.py:413(<listcomp>)
        1    0.000    0.000    0.000    0.000 _base.py:422(_AxesBase)
        1    0.000    0.000    0.000    0.000 GObject.py:506(Object)
        1    0.000    0.000    0.000    0.000 _color_data.py:1(<module>)
        1    0.000    0.000    0.000    0.000 contextlib.py:72(inner)
        1    0.000    0.000    0.000    0.000 pyparsing.py:6763(pyparsing_unicode)
       32    0.000    0.000    0.000    0.000 {method 'reduce' of 'numpy.ufunc' objects}
       30    0.000    0.000    0.000    0.000 {method 'any' of 'numpy.generic' objects}
       22    0.000    0.000    0.000    0.000 deprecation.py:178(finalize)
     2222    0.000    0.000    0.000    0.000 {built-in method builtins.ord}
      386    0.000    0.000    0.000    0.000 sre_compile.py:595(isstring)
       25    0.000    0.000    0.000    0.000 enum.py:510(_find_new_)
        4    0.000    0.000    0.000    0.000 __init__.py:590(gen_candidates)
     2756    0.000    0.000    0.000    0.000 {built-in method builtins.callable}
        1    0.000    0.000    0.000    0.000 mixins.py:59(NDArrayOperatorsMixin)
       64    0.000    0.000    0.000    0.000 enum.py:478(_get_mixins_)
        1    0.000    0.000    0.000    0.000 shlex.py:1(<module>)
       37    0.000    0.000    0.000    0.000 pyparsing.py:3339(parseImpl)
        1    0.000    0.000    0.000    0.000 colorbar.py:321(ColorbarBase)
        1    0.000    0.000    0.000    0.000 axes3d.py:44(Axes3D)
      410    0.000    0.000    0.000    0.000 copyreg.py:90(__newobj__)
        7    0.000    0.000    0.000    0.000 pathlib.py:1094(home)
       16    0.000    0.000    0.000    0.000 {built-in method _functools.reduce}
       27    0.000    0.000    0.000    0.000 pathlib.py:528(_select_from)
        1    0.000    0.000    0.000    0.000 animation.py:408(FileMovieWriter)
      398    0.000    0.000    0.000    0.000 enum.py:20(_is_dunder)
       12    0.000    0.000    0.000    0.000 module.py:114(__init__)
  263/261    0.000    0.000    0.000    0.000 pyparsing.py:554(__init__)
      193    0.000    0.000    0.000    0.000 {built-in method _sre.compile}
       27    0.000    0.000    0.000    0.000 pyparsing.py:5098(__init__)
        8    0.000    0.000    0.000    0.000 message.py:423(__contains__)
      323    0.000    0.000    0.000    0.000 enum.py:12(_is_descriptor)
      9/3    0.000    0.000    0.000    0.000 pyparsing.py:4243(streamline)
      750    0.000    0.000    0.000    0.000 rcsetup.py:234(validator)
       14    0.000    0.000    0.000    0.000 hashlib.py:123(__get_openssl_constructor)
        8    0.000    0.000    0.000    0.000 backend_bases.py:1580(_check_savefig_extra_args)
       40    0.000    0.000    0.000    0.000 colors.py:889(__init__)
        1    0.000    0.000    0.000    0.000 threading.py:1(<module>)
       30    0.000    0.000    0.000    0.000 getlimits.py:40(<lambda>)
      906    0.000    0.000    0.000    0.000 {method 'get' of 'mappingproxy' objects}
        1    0.000    0.000    0.000    0.000 __init__.py:516(get_data_path)
       15    0.000    0.000    0.000    0.000 parse.py:485(urlunsplit)
      398    0.000    0.000    0.000    0.000 enum.py:28(_is_sunder)
        1    0.000    0.000    0.000    0.000 widgets.py:1087(SubplotTool)
        5    0.000    0.000    0.000    0.000 GObject.py:496(_signalmethod)
        1    0.000    0.000    0.000    0.000 _iotools.py:1(<module>)
       62    0.000    0.000    0.000    0.000 _asarray.py:110(asanyarray)
        1    0.000    0.000    0.000    0.000 arraypad.py:1(<module>)
        1    0.000    0.000    0.000    0.000 scale.py:670(_get_scale_docs)
       17    0.000    0.000    0.000    0.000 cycler.py:349(by_key)
       23    0.000    0.000    0.000    0.000 functools.py:525(decorating_function)
        1    0.000    0.000    0.000    0.000 axis.py:34(Tick)
       32    0.000    0.000    0.000    0.000 rcsetup.py:925(<genexpr>)
      963    0.000    0.000    0.000    0.000 {built-in method from_bytes}
        1    0.000    0.000    0.000    0.000 unicode_escape.py:1(<module>)
      193    0.000    0.000    0.000    0.000 sre_parse.py:921(fix_flags)
        1    0.000    0.000    0.000    0.000 _type_aliases.py:93(_add_aliases)
       36    0.000    0.000    0.000    0.000 pyparsing.py:2870(__init__)
        3    0.000    0.000    0.000    0.000 pyparsing.py:2215(__mul__)
        1    0.000    0.000    0.000    0.000 backend_gtk3.py:88(FigureCanvasGTK3)
        1    0.000    0.000    0.000    0.000 {function SeedSequence.generate_state at 0x7f129047da60}
       16    0.000    0.000    0.000    0.000 pyparsing.py:2292(__or__)
      383    0.000    0.000    0.000    0.000 function_base.py:244(iterable)
        7    0.000    0.000    0.000    0.000 enum.py:827(__or__)
      171    0.000    0.000    0.000    0.000 {built-in method fromkeys}
        1    0.000    0.000    0.000    0.000 rrule.py:2(<module>)
       29    0.000    0.000    0.000    0.000 posixpath.py:228(expanduser)
      263    0.000    0.000    0.000    0.000 pyparsing.py:545(__new__)
       70    0.000    0.000    0.000    0.000 {built-in method builtins.sum}
      320    0.000    0.000    0.000    0.000 overrides.py:145(array_function_dispatch)
        1    0.000    0.000    0.000    0.000 __init__.py:537(_get_data_path)
        1    0.000    0.000    0.000    0.000 rcsetup.py:1504(<dictcomp>)
      495    0.000    0.000    0.000    0.000 sre_parse.py:168(__setitem__)
       18    0.000    0.000    0.000    0.000 contextlib.py:211(contextmanager)
      186    0.000    0.000    0.000    0.000 {method 'get_methods' of 'StructInfo' objects}
        1    0.000    0.000    0.000    0.000 records.py:1(<module>)
       16    0.000    0.000    0.000    0.000 cycler.py:468(cycler)
        1    0.000    0.000    0.000    0.000 quiver.py:1(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:926(<dictcomp>)
      218    0.000    0.000    0.000    0.000 {method 'truncate' of '_io.StringIO' objects}
       55    0.000    0.000    0.000    0.000 inspect.py:2543(replace)
      109    0.000    0.000    0.000    0.000 client.py:885(set_debuglevel)
        8    0.000    0.000    0.000    0.000 hashlib.py:79(__get_builtin_constructor)
        6    0.000    0.000    0.000    0.000 deprecation.py:272(__set_name__)
       38    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:104(_path_isdir)
       66    0.000    0.000    0.000    0.000 types.py:79(_setup_vfuncs)
        1    0.000    0.000    0.000    0.000 version.py:267(LooseVersion)
        1    0.000    0.000    0.000    0.000 dviread.py:185(Dvi)
      874    0.000    0.000    0.000    0.000 {method 'pop' of 'dict' objects}
        1    0.000    0.000    0.000    0.000 _encoded_words.py:1(<module>)
      105    0.000    0.000    0.000    0.000 sre_parse.py:295(_class_escape)
       13    0.000    0.000    0.000    0.000 mixins.py:44(_numeric_methods)
        1    0.000    0.000    0.000    0.000 Gtk.py:812(TreeModel)
        2    0.000    0.000    0.000    0.000 __init__.py:95(require_version)
      395    0.000    0.000    0.000    0.000 {built-in method _imp.is_frozen}
        3    0.000    0.000    0.000    0.000 pyparsing.py:1567(addParseAction)
       67    0.000    0.000    0.000    0.000 types.py:57(_setup_class_methods)
       24    0.000    0.000    0.000    0.000 {method 'split' of 're.Pattern' objects}
       13    0.000    0.000    0.000    0.000 abc.py:89(register)
        1    0.000    0.000    0.000    0.000 patches.py:2812(ArrowStyle)
        6    0.000    0.000    0.000    0.000 numeric.py:2521(extend_all)
       16    0.000    0.000    0.000    0.000 pyparsing.py:4236(__init__)
      288    0.000    0.000    0.000    0.000 parse.py:99(_noop)
      126    0.000    0.000    0.000    0.000 colors.py:704(__init__)
       54    0.000    0.000    0.000    0.000 pyparsing.py:3370(__str__)
        4    0.000    0.000    0.000    0.000 <frozen zipimport>:510(_get_decompress_func)
        1    0.000    0.000    0.000    0.000 __init__.py:746(copy)
        1    0.000    0.000    0.000    0.000 legend_handler.py:1(<module>)
       12    0.000    0.000    0.000    0.000 {method 'require' of 'gi.Repository' objects}
        1    0.000    0.000    0.000    0.000 __init__.py:747(<dictcomp>)
      376    0.000    0.000    0.000    0.000 socket.py:76(<lambda>)
        1    0.000    0.000    0.000    0.000 subprocess.py:1097(_close_pipe_fds)
        1    0.000    0.000    0.000    0.000 mathtext.py:1925(<dictcomp>)
        1    0.000    0.000    0.000    0.000 message.py:105(Message)
       83    0.000    0.000    0.000    0.000 sre_parse.py:861(_parse_flags)
        9    0.000    0.000    0.000    0.000 parse.py:858(quote_from_bytes)
      379    0.000    0.000    0.000    0.000 socket.py:91(<lambda>)
     12/2    0.000    0.000    0.000    0.000 pyparsing.py:2270(makeOptionalList)
      377    0.000    0.000    0.000    0.000 socket.py:81(<lambda>)
       30    0.000    0.000    0.000    0.000 _methods.py:53(_any)
       19    0.000    0.000    0.000    0.000 deprecation.py:372(<listcomp>)
     1260    0.000    0.000    0.000    0.000 colors.py:276(<genexpr>)
        1    0.000    0.000    0.000    0.000 isoparser.py:2(<module>)
        1    0.000    0.000    0.000    0.000 calendar.py:1(<module>)
        1    0.000    0.000    0.000    0.000 legend.py:269(Legend)
       13    0.000    0.000    0.000    0.000 {built-in method _abc._abc_register}
     1884    0.000    0.000    0.000    0.000 inspect.py:2539(kind)
      378    0.000    0.000    0.000    0.000 socket.py:86(<lambda>)
      327    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:939(__init__)
    34/26    0.000    0.000    0.000    0.000 pyparsing.py:4086(__str__)
        1    0.000    0.000    0.000    0.000 path.py:23(Path)
      887    0.000    0.000    0.000    0.000 {built-in method builtins.issubclass}
        1    0.000    0.000    0.000    0.000 _option.py:20(<module>)
       16    0.000    0.000    0.000    0.000 cycler.py:529(_cycler)
        1    0.000    0.000    0.000    0.000 __init__.py:486(get_configdir)
        1    0.000    0.000    0.000    0.000 pathlib.py:458(_make_selector)
      226    0.000    0.000    0.000    0.000 rcsetup.py:150(validate_bool)
     1035    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:40(_relax_case)
        1    0.000    0.000    0.000    0.000 _color_data.py:995(<dictcomp>)
        1    0.000    0.000    0.000    0.000 Gtk.py:1332(TreeView)
      592    0.000    0.000    0.000    0.000 {method 'remove' of 'list' objects}
       25    0.000    0.000    0.000    0.000 pyparsing.py:4841(__init__)
      109    0.000    0.000    0.000    0.000 request.py:366(data)
        1    0.000    0.000    0.000    0.000 pathlib.py:524(__init__)
      663    0.000    0.000    0.000    0.000 {method 'group' of 're.Match' objects}
      229    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:937(_sanity_check)
       50    0.000    0.000    0.000    0.000 pathlib.py:714(__str__)
        1    0.000    0.000    0.000    0.000 TiffTags.py:359(_populate)
      150    0.000    0.000    0.000    0.000 {method 'upper' of 'str' objects}
        1    0.000    0.000    0.000    0.000 _polybase.py:1(<module>)
        1    0.000    0.000    0.000    0.000 animation.py:96(MovieWriterRegistry)
      143    0.000    0.000    0.000    0.000 inspect.py:726(getmodule)
        1    0.000    0.000    0.000    0.000 core.py:6435(__new__)
        1    0.000    0.000    0.000    0.000 _parser.py:58(_timelex)
       42    0.000    0.000    0.000    0.000 pyparsing.py:946(copy)
        1    0.000    0.000    0.000    0.000 chebyshev.py:1(<module>)
        1    0.000    0.000    0.000    0.000 pathlib.py:313(compile_pattern)
        8    0.000    0.000    0.000    0.000 deprecation.py:231(wrapper)
        1    0.000    0.000    0.000    0.000 getlimits.py:1(<module>)
      343    0.000    0.000    0.000    0.000 {method 'translate' of 'str' objects}
      968    0.000    0.000    0.000    0.000 {built-in method builtins.id}
        1    0.000    0.000    0.000    0.000 Gtk.py:685(IconView)
      104    0.000    0.000    0.000    0.000 {built-in method _codecs.utf_8_decode}
        4    0.000    0.000    0.000    0.000 enum.py:790(_missing_)
       36    0.000    0.000    0.000    0.000 pathlib.py:724(__fspath__)
      190    0.000    0.000    0.000    0.000 {built-in method builtins.repr}
     1586    0.000    0.000    0.000    0.000 {method 'isupper' of 'str' objects}
       34    0.000    0.000    0.000    0.000 __init__.py:1392(__init__)
        8    0.000    0.000    0.000    0.000 core.py:8095(__init__)
        1    0.000    0.000    0.000    0.000 offsetbox.py:1385(AnnotationBbox)
      114    0.000    0.000    0.000    0.000 {built-in method _imp.is_builtin}
       24    0.000    0.000    0.000    0.000 dviread.py:167(decorate)
       48    0.000    0.000    0.000    0.000 warnings.py:165(simplefilter)
        1    0.000    0.000    0.000    0.000 polyutils.py:1(<module>)
       40    0.000    0.000    0.000    0.000 rcsetup.py:51(__init__)
        4    0.000    0.000    0.000    0.000 enum.py:797(_create_pseudo_member_)
       33    0.000    0.000    0.000    0.000 __init__.py:1323(_fixupParents)
        1    0.000    0.000    0.000    0.000 isoparser.py:42(isoparser)
       44    0.000    0.000    0.000    0.000 contextlib.py:238(helper)
       16    0.000    0.000    0.000    0.000 cycler.py:191(_from_iter)
       24    0.000    0.000    0.000    0.000 linecache.py:53(checkcache)
        1    0.000    0.000    0.000    0.000 _ufunc_config.py:1(<module>)
        1    0.000    0.000    0.000    0.000 bezier.py:1(<module>)
        1    0.000    0.000    0.000    0.000 mathtext.py:1863(Glue)
       25    0.000    0.000    0.000    0.000 <frozen zipimport>:109(find_loader)
        8    0.000    0.000    0.000    0.000 message.py:382(__getitem__)
      193    0.000    0.000    0.000    0.000 sre_parse.py:76(__init__)
        1    0.000    0.000    0.000    0.000 GLib.py:86(_VariantCreator)
        1    0.000    0.000    0.000    0.000 backend_managers.py:1(<module>)
       20    0.000    0.000    0.000    0.000 mixins.py:16(_binary_method)
     1204    0.000    0.000    0.000    0.000 {method 'add' of 'set' objects}
        9    0.000    0.000    0.000    0.000 deprecation.py:435(<listcomp>)
        1    0.000    0.000    0.000    0.000 _compat_pickle.py:9(<module>)
       16    0.000    0.000    0.000    0.000 _type_aliases.py:57(bitname)
      305    0.000    0.000    0.000    0.000 {built-in method numpy.core._multiarray_umath.add_docstring}
        1    0.000    0.000    0.000    0.000 laguerre.py:1(<module>)
        1    0.000    0.000    0.000    0.000 backend_bases.py:2785(NavigationToolbar2)
       44    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:881(_find_spec_legacy)
        1    0.000    0.000    0.000    0.000 _string_helpers.py:1(<module>)
      306    0.000    0.000    0.000    0.000 rcsetup.py:1043(_convert_validator_spec)
       30    0.000    0.000    0.000    0.000 numerictypes.py:359(issubdtype)
        1    0.000    0.000    0.000    0.000 hermite.py:1(<module>)
      269    0.000    0.000    0.000    0.000 inspect.py:72(isclass)
      218    0.000    0.000    0.000    0.000 feedparser.py:125(__iter__)
        2    0.000    0.000    0.000    0.000 __init__.py:456(_get_config_or_cache_dir)
        1    0.000    0.000    0.000    0.000 polar.py:776(PolarAxes)
        5    0.000    0.000    0.000    0.000 pyparsing.py:1490(_setResultsName)
        5    0.000    0.000    0.000    0.000 {built-in method gi._gi.flags_register_new_gtype_and_add}
        8    0.000    0.000    0.000    0.000 core.py:8100(getdoc)
       16    0.000    0.000    0.000    0.000 pyparsing.py:852(__iadd__)
       64    0.000    0.000    0.000    0.000 inspect.py:2561(__str__)
       19    0.000    0.000    0.000    0.000 __init__.py:1281(_to_unmasked_float_array)
      446    0.000    0.000    0.000    0.000 {method 'get_namespace' of 'gi.BaseInfo' objects}
        1    0.000    0.000    0.000    0.000 backend_agg.py:71(RendererAgg)
       30    0.000    0.000    0.000    0.000 <__array_function__ internals>:2(result_type)
      432    0.000    0.000    0.000    0.000 colors.py:224(<genexpr>)
      110    0.000    0.000    0.000    0.000 {built-in method sys.audit}
        9    0.000    0.000    0.000    0.000 textwrap.py:465(indent)
        1    0.000    0.000    0.000    0.000 hermite_e.py:1(<module>)
      255    0.000    0.000    0.000    0.000 sre_compile.py:65(_combine_flags)
        1    0.000    0.000    0.000    0.000 patches.py:1909(BoxStyle)
       41    0.000    0.000    0.000    0.000 deprecation.py:365(<genexpr>)
        1    0.000    0.000    0.000    0.000 patches.py:617(Shadow)
        1    0.000    0.000    0.000    0.000 backend_cairo.py:412(FigureCanvasCairo)
        3    0.000    0.000    0.000    0.000 {built-in method gi._gi.enum_add}
        1    0.000    0.000    0.000    0.000 ssl.py:182(_TLSAlertType)
      108    0.000    0.000    0.000    0.000 ssl.py:1082(_check_connected)
      166    0.000    0.000    0.000    0.000 colors.py:521(__init__)
       22    0.000    0.000    0.000    0.000 {method 'get_methods' of 'gi.UnionInfo' objects}
        1    0.000    0.000    0.000    0.000 Gtk.py:803(TextIter)
        1    0.000    0.000    0.000    0.000 deprecation.py:1(<module>)
       64    0.000    0.000    0.000    0.000 enum.py:489(_find_data_type)
        1    0.000    0.000    0.000    0.000 rcsetup.py:96(<listcomp>)
        4    0.000    0.000    0.000    0.000 enum.py:869(_decompose)
       12    0.000    0.000    0.000    0.000 datetime.py:488(__new__)
        1    0.000    0.000    0.000    0.000 legendre.py:1(<module>)
        8    0.000    0.000    0.000    0.000 message.py:424(<listcomp>)
        2    0.000    0.000    0.000    0.000 pyparsing.py:5329(delimitedList)
      379    0.000    0.000    0.000    0.000 {built-in method builtins.max}
       51    0.000    0.000    0.000    0.000 warnings.py:181(_add_filter)
        1    0.000    0.000    0.000    0.000 mathtext.py:219(MathtextBackendPs)
       28    0.000    0.000    0.000    0.000 locale.py:651(getpreferredencoding)
        1    0.000    0.000    0.000    0.000 spines.py:1(<module>)
      721    0.000    0.000    0.000    0.000 {built-in method sys.getrecursionlimit}
        7    0.000    0.000    0.000    0.000 pyparsing.py:3707(__init__)
        1    0.000    0.000    0.000    0.000 pyplot.py:2172(<listcomp>)
       40    0.000    0.000    0.000    0.000 rcsetup.py:63(<dictcomp>)
     1790    0.000    0.000    0.000    0.000 __init__.py:794(<lambda>)
        1    0.000    0.000    0.000    0.000 tricontour.py:1(<module>)
       22    0.000    0.000    0.000    0.000 _asarray.py:23(asarray)
        1    0.000    0.000    0.000    0.000 triinterpolate.py:582(_ReducedHCT_Element)
       86    0.000    0.000    0.000    0.000 pyparsing.py:4091(<genexpr>)
        1    0.000    0.000    0.000    0.000 _endian.py:1(<module>)
        1    0.000    0.000    0.000    0.000 backend_gtk3.py:782(ConfigureSubplotsGTK3)
      307    0.000    0.000    0.000    0.000 __init__.py:722(__iter__)
        1    0.000    0.000    0.000    0.000 streamplot.py:1(<module>)
      480    0.000    0.000    0.000    0.000 artist.py:1371(<genexpr>)
        1    0.000    0.000    0.000    0.000 struct.py:3(<module>)
      825    0.000    0.000    0.000    0.000 inspect.py:2845(parameters)
        1    0.000    0.000    0.000    0.000 _datasource.py:1(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:505(get_cachedir)
      155    0.000    0.000    0.000    0.000 __init__.py:220(deprecated_attr)
        1    0.000    0.000    0.000    0.000 backend_bases.py:121(RendererBase)
        1    0.000    0.000    0.000    0.000 gzip.py:1(<module>)
        4    0.000    0.000    0.000    0.000 <frozen zipimport>:638(_normalize_line_endings)
      507    0.000    0.000    0.000    0.000 {method 'items' of 'mappingproxy' objects}
        1    0.000    0.000    0.000    0.000 axis3d.py:5(<module>)
       24    0.000    0.000    0.000    0.000 sre_parse.py:267(getuntil)
       36    0.000    0.000    0.000    0.000 getlimits.py:39(<lambda>)
       44    0.000    0.000    0.000    0.000 contextlib.py:82(__init__)
       22    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:754(exec_module)
       73    0.000    0.000    0.000    0.000 warnings.py:458(__enter__)
        1    0.000    0.000    0.000    0.000 _secondary_axes.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _string_helpers.py:9(<listcomp>)
        8    0.000    0.000    0.000    0.000 {method 'replace' of 'bytes' objects}
       13    0.000    0.000    0.000    0.000 _dtype_ctypes.py:100(dtype_from_ctypes_type)
       30    0.000    0.000    0.000    0.000 getlimits.py:25(_fr1)
       29    0.000    0.000    0.000    0.000 <frozen zipimport>:321(_get_module_info)
      118    0.000    0.000    0.000    0.000 {method 'isascii' of 'str' objects}
      380    0.000    0.000    0.000    0.000 sre_compile.py:453(_get_iscased)
      436    0.000    0.000    0.000    0.000 {method 'get_type' of 'gi.ArgInfo' objects}
        1    0.000    0.000    0.000    0.000 mathtext.py:261(MathtextBackendPdf)
        6    0.000    0.000    0.000    0.000 core.py:1141(__init__)
      271    0.000    0.000    0.000    0.000 os.py:752(decode)
      4/3    0.000    0.000    0.000    0.000 {method 'view' of 'numpy.ndarray' objects}
        4    0.000    0.000    0.000    0.000 backend_bases.py:3548(export)
      114    0.000    0.000    0.000    0.000 textwrap.py:477(prefixed_lines)
        2    0.000    0.000    0.000    0.000 random.py:94(__init__)
        8    0.000    0.000    0.000    0.000 pathlib.py:929(__truediv__)
        1    0.000    0.000    0.000    0.000 __init__.py:437(_get_xdg_config_dir)
      727    0.000    0.000    0.000    0.000 {built-in method builtins.globals}
        1    0.000    0.000    0.000    0.000 Gtk.py:444(SizeGroup)
       72    0.000    0.000    0.000    0.000 pyparsing.py:1780(set)
        1    0.000    0.000    0.000    0.000 backend_macosx.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _pylab_helpers.py:1(<module>)
       23    0.000    0.000    0.000    0.000 rcsetup.py:347(validate_color_or_auto)
        9    0.000    0.000    0.000    0.000 fontconfig_pattern.py:138(_family)
      107    0.000    0.000    0.000    0.000 rcsetup.py:65(__call__)
        1    0.000    0.000    0.000    0.000 patches.py:1185(Arrow)
      109    0.000    0.000    0.000    0.000 {function HTTPResponse.flush at 0x7f12a5ecc9d0}
      155    0.000    0.000    0.000    0.000 __init__.py:51(__init__)
      117    0.000    0.000    0.000    0.000 module.py:176(<genexpr>)
        4    0.000    0.000    0.000    0.000 {built-in method gi._gi.enum_register_new_gtype_and_add}
        2    0.000    0.000    0.000    0.000 _common.py:1(<module>)
        1    0.000    0.000    0.000    0.000 spines.py:11(Spine)
       26    0.000    0.000    0.000    0.000 pathlib.py:1055(_make_child_relpath)
        8    0.000    0.000    0.000    0.000 pathlib.py:708(_make_child)
      108    0.000    0.000    0.000    0.000 {method 'fileno' of '_socket.socket' objects}
        1    0.000    0.000    0.000    0.000 datetime.py:2179(timezone)
        1    0.000    0.000    0.000    0.000 ssl.py:223(_TLSMessageType)
       26    0.000    0.000    0.000    0.000 pathlib.py:835(stem)
      121    0.000    0.000    0.000    0.000 pyparsing.py:1628(preParse)
        1    0.000    0.000    0.000    0.000 random.py:123(seed)
        3    0.000    0.000    0.000    0.000 {built-in method gi._gi.flags_add}
        4    0.000    0.000    0.000    0.000 pyparsing.py:2176(__radd__)
        5    0.000    0.000    0.000    0.000 parse.py:84(clear_cache)
        6    0.000    0.000    0.000    0.000 pathlib.py:1398(is_dir)
        1    0.000    0.000    0.000    0.000 patches.py:3564(FancyBboxPatch)
        2    0.000    0.000    0.000    0.000 core.py:2969(__array_finalize__)
        2    0.000    0.000    0.000    0.000 pyparsing.py:1467(setResultsName)
        1    0.000    0.000    0.000    0.000 patches.py:3828(FancyArrowPatch)
        1    0.000    0.000    0.000    0.000 ImageFile.py:30(<module>)
      296    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1400(<genexpr>)
      372    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:397(has_location)
        8    0.000    0.000    0.000    0.000 _ufunc_config.py:32(seterr)
        1    0.000    0.000    0.000    0.000 core.py:2702(MaskedArray)
        1    0.000    0.000    0.000    0.000 ticker.py:1702(Locator)
        6    0.000    0.000    0.000    0.000 pyparsing.py:2414(__call__)
        1    0.000    0.000    0.000    0.000 {function Random.seed at 0x7f12a5ca7ca0}
      132    0.000    0.000    0.000    0.000 os.py:693(__iter__)
       30    0.000    0.000    0.000    0.000 getlimits.py:17(_fr0)
       17    0.000    0.000    0.000    0.000 {method 'sort' of 'list' objects}
      281    0.000    0.000    0.000    0.000 {built-in method sys.intern}
        1    0.000    0.000    0.000    0.000 Gtk.py:136(Widget)
      104    0.000    0.000    0.000    0.000 TiffTags.py:26(__new__)
       30    0.000    0.000    0.000    0.000 _bootlocale.py:33(getpreferredencoding)
        1    0.000    0.000    0.000    0.000 os.py:42(_get_exports_list)
        1    0.000    0.000    0.000    0.000 units.py:1(<module>)
      558    0.000    0.000    0.000    0.000 {built-in method builtins.chr}
       10    0.000    0.000    0.000    0.000 pyparsing.py:4672(__init__)
        1    0.000    0.000    0.000    0.000 backend_cairo.py:94(RendererCairo)
      149    0.000    0.000    0.000    0.000 deprecation.py:112(deprecated)
        1    0.000    0.000    0.000    0.000 scale.py:263(LogScale)
       73    0.000    0.000    0.000    0.000 warnings.py:477(__exit__)
        2    0.000    0.000    0.000    0.000 contextlib.py:429(callback)
       16    0.000    0.000    0.000    0.000 _type_aliases.py:44(_bits_of)
       72    0.000    0.000    0.000    0.000 pyparsing.py:1777(get)
        1    0.000    0.000    0.000    0.000 _secondary_axes.py:37(SecondaryAxis)
       60    0.000    0.000    0.000    0.000 {method 'copy' of 'numpy.ndarray' objects}
        1    0.000    0.000    0.000    0.000 pathlib.py:1021(Path)
       79    0.000    0.000    0.000    0.000 types.py:171(__get__)
      139    0.000    0.000    0.000    0.000 pyparsing.py:2587(__eq__)
       37    0.000    0.000    0.000    0.000 rcsetup.py:558(_validate_linestyle)
        1    0.000    0.000    0.000    0.000 transforms.py:213(BboxBase)
       24    0.000    0.000    0.000    0.000 genericpath.py:27(isfile)
       15    0.000    0.000    0.000    0.000 rcsetup.py:84(_listify_validator)
        1    0.000    0.000    0.000    0.000 __init__.py:327(_sanity_check)
        1    0.000    0.000    0.000    0.000 _mathtext_data.py:1(<module>)
       40    0.000    0.000    0.000    0.000 pathlib.py:697(_format_parsed_parts)
        4    0.000    0.000    0.000    0.000 enum.py:886(<listcomp>)
        3    0.000    0.000    0.000    0.000 tokenize.py:83(_all_string_prefixes)
       91    0.000    0.000    0.000    0.000 types.py:73(_setup_constants)
        1    0.000    0.000    0.000    0.000 docstring.py:1(<module>)
      254    0.000    0.000    0.000    0.000 pyparsing.py:3882(<genexpr>)
       52    0.000    0.000    0.000    0.000 _add_newdocs.py:5984(refer_to_array_attribute)
        1    0.000    0.000    0.000    0.000 _subplots.py:11(SubplotBase)
       30    0.000    0.000    0.000    0.000 <__array_function__ internals>:2(ndim)
        1    0.000    0.000    0.000    0.000 core.py:2813(__new__)
      116    0.000    0.000    0.000    0.000 {method 'get_arguments' of 'gi.CallableInfo' objects}
        1    0.000    0.000    0.000    0.000 backend_managers.py:39(ToolManager)
       22    0.000    0.000    0.000    0.000 {built-in method _imp.exec_builtin}
        1    0.000    0.000    0.000    0.000 memmap.py:1(<module>)
        1    0.000    0.000    0.000    0.000 polar.py:225(ThetaLocator)
        3    0.000    0.000    0.000    0.000 __init__.py:39(_get_running_interactive_framework)
      212    0.000    0.000    0.000    0.000 transforms.py:1256(<genexpr>)
      363    0.000    0.000    0.000    0.000 {method 'setdefault' of 'dict' objects}
        1    0.000    0.000    0.000    0.000 Gtk.py:1507(Table)
        1    0.000    0.000    0.000    0.000 win.py:2(<module>)
      318    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:964(get_filename)
        1    0.000    0.000    0.000    0.000 patches.py:4184(ConnectionPatch)
       24    0.000    0.000    0.000    0.000 {method 'clear' of 'dict' objects}
        1    0.000    0.000    0.000    0.000 colors.py:97(<dictcomp>)
       35    0.000    0.000    0.000    0.000 pathlib.py:687(_from_parsed_parts)
        1    0.000    0.000    0.000    0.000 defchararray.py:1805(chararray)
        1    0.000    0.000    0.000    0.000 __init__.py:261(_reset_cache)
        1    0.000    0.000    0.000    0.000 patches.py:2376(ConnectionStyle)
        1    0.000    0.000    0.000    0.000 umath.py:1(<module>)
        6    0.000    0.000    0.000    0.000 pathlib.py:1189(stat)
        1    0.000    0.000    0.000    0.000 api.py:23(FFI)
        1    0.000    0.000    0.000    0.000 bisect.py:1(<module>)
       30    0.000    0.000    0.000    0.000 {built-in method numpy.arange}
       16    0.000    0.000    0.000    0.000 pyparsing.py:4278(__str__)
